source_zip,package,filename,kind,size_bytes
Client_REFERENCE_source-only_20260625_1447(4).zip,IndyCore280,IndyCore280.bpl_bak,backup,409600
Client_REFERENCE_source-only_20260625_1447(4).zip,IndyCore290,IndyCore290.bpl,active,419304
Client_REFERENCE_source-only_20260625_1447(4).zip,IndyCore290,IndyCore290.bpl_bak,backup,419304
Client_REFERENCE_source-only_20260625_1447(4).zip,IndyCore70,IndyCore70.bpl,active,299008
Client_REFERENCE_source-only_20260625_1447(4).zip,IndyIPClient200,IndyIPClient200.bpl,active,67960
Client_REFERENCE_source-only_20260625_1447(4).zip,IndyIPClient250,IndyIPClient250.bpl,active,68464
Client_REFERENCE_source-only_20260625_1447(4).zip,IndyIPClient250,IndyIPClient250.bpl_bak,backup,68464
Client_REFERENCE_source-only_20260625_1447(4).zip,IndyIPClient280,IndyIPClient280.bpl,active,69024
Client_REFERENCE_source-only_20260625_1447(4).zip,IndyIPClient280,IndyIPClient280.bpl_bak,backup,69024
Client_REFERENCE_source-only_20260625_1447(4).zip,IndyIPClient290,IndyIPClient290.bpl,active,71144
Client_REFERENCE_source-only_20260625_1447(4).zip,IndyIPClient290,IndyIPClient290.bpl_bak,backup,71144
Client_REFERENCE_source-only_20260625_1447(4).zip,IndyIPCommon200,IndyIPCommon200.bpl,active,65912
Client_REFERENCE_source-only_20260625_1447(4).zip,IndyIPCommon250,IndyIPCommon250.bpl,active,68976
Client_REFERENCE_source-only_20260625_1447(4).zip,IndyIPCommon250,IndyIPCommon250.bpl_bak,backup,68976
Client_REFERENCE_source-only_20260625_1447(4).zip,IndyIPCommon280,IndyIPCommon280.bpl,active,70560
Client_REFERENCE_source-only_20260625_1447(4).zip,IndyIPCommon280,IndyIPCommon280.bpl_bak,backup,70560
Client_REFERENCE_source-only_20260625_1447(4).zip,IndyIPCommon290,IndyIPCommon290.bpl,active,72680
Client_REFERENCE_source-only_20260625_1447(4).zip,IndyIPCommon290,IndyIPCommon290.bpl_bak,backup,72680
Client_REFERENCE_source-only_20260625_1447(4).zip,IndyIPServer280,IndyIPServer280.bpl,active,106912
Client_REFERENCE_source-only_20260625_1447(4).zip,IndyIPServer280,IndyIPServer280.bpl_bak,backup,106912
Client_REFERENCE_source-only_20260625_1447(4).zip,IndyIPServer290,IndyIPServer290.bpl,active,109032
Client_REFERENCE_source-only_20260625_1447(4).zip,IndyIPServer290,IndyIPServer290.bpl_bak,backup,107424
Client_REFERENCE_source-only_20260625_1447(4).zip,IndyProtocols200,IndyProtocols200.bpl,active,2562048
Client_REFERENCE_source-only_20260625_1447(4).zip,IndyProtocols250,IndyProtocols250.bpl,active,2647552
Client_REFERENCE_source-only_20260625_1447(4).zip,IndyProtocols250,IndyProtocols250.bpl_bak,backup,2647552
Client_REFERENCE_source-only_20260625_1447(4).zip,IndyProtocols280,IndyProtocols280.bpl,active,2686976
Client_REFERENCE_source-only_20260625_1447(4).zip,IndyProtocols280,IndyProtocols280.bpl_bak,backup,2686976
Client_REFERENCE_source-only_20260625_1447(4).zip,IndyProtocols290,IndyProtocols290.bpl,active,2702312
Client_REFERENCE_source-only_20260625_1447(4).zip,IndyProtocols290,IndyProtocols290.bpl_bak,backup,2702312
Client_REFERENCE_source-only_20260625_1447(4).zip,IndyProtocols70,IndyProtocols70.bpl,active,1777664
Client_REFERENCE_source-only_20260625_1447(4).zip,IndySystem200,IndySystem200.bpl,active,318976
Client_REFERENCE_source-only_20260625_1447(4).zip,IndySystem250,IndySystem250.bpl,active,316928
Client_REFERENCE_source-only_20260625_1447(4).zip,IndySystem250,IndySystem250.bpl_bak,backup,316928
Client_REFERENCE_source-only_20260625_1447(4).zip,IndySystem280,IndySystem280.bpl,active,318464
Client_REFERENCE_source-only_20260625_1447(4).zip,IndySystem280,IndySystem280.bpl_bak,backup,318464
Client_REFERENCE_source-only_20260625_1447(4).zip,IndySystem290,IndySystem290.bpl,active,328680
Client_REFERENCE_source-only_20260625_1447(4).zip,IndySystem290,IndySystem290.bpl_bak,backup,328680
Client_REFERENCE_source-only_20260625_1447(4).zip,IndySystem70,IndySystem70.bpl,active,133120
Client_REFERENCE_source-only_20260625_1447(4).zip,inet200,inet200.bpl,active,325496
Client_REFERENCE_source-only_20260625_1447(4).zip,inet250,inet250.bpl,active,299376
Client_REFERENCE_source-only_20260625_1447(4).zip,inet250,inet250.bpl_bak,backup,299376
Client_REFERENCE_source-only_20260625_1447(4).zip,inet280,inet280.bpl,active,279968
Client_REFERENCE_source-only_20260625_1447(4).zip,inet280,inet280.bpl_bak,backup,279968
Client_REFERENCE_source-only_20260625_1447(4).zip,inet290,inet290.bpl,active,323560
Client_REFERENCE_source-only_20260625_1447(4).zip,inet290,inet290.bpl_bak,backup,323560
Client_REFERENCE_source-only_20260625_1447(4).zip,inet70,inet70.bpl,active,111616
Client_REFERENCE_source-only_20260625_1447(4).zip,inetdb200,inetdb200.bpl,active,56696
Client_REFERENCE_source-only_20260625_1447(4).zip,inetdb250,inetdb250.bpl,active,58736
Client_REFERENCE_source-only_20260625_1447(4).zip,inetdb250,inetdb250.bpl_bak,backup,58736
Client_REFERENCE_source-only_20260625_1447(4).zip,inetdb280,inetdb280.bpl,active,58784
Client_REFERENCE_source-only_20260625_1447(4).zip,inetdb280,inetdb280.bpl_bak,backup,58784
Client_REFERENCE_source-only_20260625_1447(4).zip,inetdb290,inetdb290.bpl,active,60904
Client_REFERENCE_source-only_20260625_1447(4).zip,inetdb290,inetdb290.bpl_bak,backup,60904
Client_REFERENCE_source-only_20260625_1447(4).zip,inetdb70,inetdb70.bpl,active,37888
Client_REFERENCE_source-only_20260625_1447(4).zip,inetwinsockets,inetwinsockets.bpl,active,3054226
Client_REFERENCE_source-only_20260625_1447(4).zip,inetwinsockets,inetwinsockets.bpl_bak,backup,3054226
Client_REFERENCE_source-only_20260625_1447(4).zip,insppkgd7,insppkgd7.bpl,active,268800
Client_REFERENCE_source-only_20260625_1447(4).zip,InventoryPackage,InventoryPackage.bpl,active,963072
Client_REFERENCE_source-only_20260625_1447(4).zip,InventoryPackage,InventoryPackage.bpl_bak,backup,962048
Client_REFERENCE_source-only_20260625_1447(4).zip,ip4000clientvcl7,ip4000clientvcl7.bpl,active,52224
Client_REFERENCE_source-only_20260625_1447(4).zip,ip4000v7,ip4000v7.bpl,active,1393664
Client_REFERENCE_source-only_20260625_1447(4).zip,ipstudiowin200,ipstudiowin200.bpl,active,2134528
Client_REFERENCE_source-only_20260625_1447(4).zip,ipstudiowin250,ipstudiowin250.bpl,active,2139648
Client_REFERENCE_source-only_20260625_1447(4).zip,ipstudiowin250,ipstudiowin250.bpl_bak,backup,2139648
Client_REFERENCE_source-only_20260625_1447(4).zip,ipstudiowin280,ipstudiowin280.bpl,active,3034112
Client_REFERENCE_source-only_20260625_1447(4).zip,ipstudiowin280,ipstudiowin280.bpl_bak,backup,3034112
Client_REFERENCE_source-only_20260625_1447(4).zip,ipstudiowin290,ipstudiowin290.bpl,active,12142080
Client_REFERENCE_source-only_20260625_1447(4).zip,ipstudiowin290,ipstudiowin290.bpl_bak,backup,12142080
Client_REFERENCE_source-only_20260625_1447(4).zip,ipstudiowinclient280,ipstudiowinclient280.bpl,active,67584
Client_REFERENCE_source-only_20260625_1447(4).zip,ipstudiowinclient280,ipstudiowinclient280.bpl_bak,backup,67584
Client_REFERENCE_source-only_20260625_1447(4).zip,ipstudiowindataset280,ipstudiowindataset280.bpl,active,163840
Client_REFERENCE_source-only_20260625_1447(4).zip,ipstudiowindataset280,ipstudiowindataset280.bpl_bak,backup,163840
Client_REFERENCE_source-only_20260625_1447(4).zip,ipstudiowinWordxp280,ipstudiowinWordxp280.bpl,active,52736
Client_REFERENCE_source-only_20260625_1447(4).zip,ipstudiowinWordxp280,ipstudiowinWordxp280.bpl_bak,backup,52736
Client_REFERENCE_source-only_20260625_1447(4).zip,Jcl200,Jcl200.bpl,active,3766272
Client_REFERENCE_source-only_20260625_1447(4).zip,Jcl250,Jcl250.bpl,active,3042816
Client_REFERENCE_source-only_20260625_1447(4).zip,Jcl250,Jcl250.bpl_bak,backup,3042816
Client_REFERENCE_source-only_20260625_1447(4).zip,Jcl70,Jcl70.bpl,active,2228736
Client_REFERENCE_source-only_20260625_1447(4).zip,JclVcl200,JclVcl200.bpl,active,253440
Client_REFERENCE_source-only_20260625_1447(4).zip,JclVcl250,JclVcl250.bpl,active,248832
Client_REFERENCE_source-only_20260625_1447(4).zip,JclVcl250,JclVcl250.bpl_bak,backup,248832
Client_REFERENCE_source-only_20260625_1447(4).zip,JclVcl70,JclVcl70.bpl,active,152576
Client_REFERENCE_source-only_20260625_1447(4).zip,JobPackage,JobPackage.bpl,active,269824
Client_REFERENCE_source-only_20260625_1447(4).zip,JobPackage,JobPackage.bpl_bak,backup,269824
Client_REFERENCE_source-only_20260625_1447(4).zip,JvControls200,JvControls200.bpl,active,1085952
Client_REFERENCE_source-only_20260625_1447(4).zip,JvControls250,JvControls250.bpl,active,1100288
Client_REFERENCE_source-only_20260625_1447(4).zip,JvControls250,JvControls250.bpl_bak,backup,1100288
Client_REFERENCE_source-only_20260625_1447(4).zip,JvCore200,JvCore200.bpl,active,2181632
Client_REFERENCE_source-only_20260625_1447(4).zip,JvCore250,JvCore250.bpl,active,2186752
Client_REFERENCE_source-only_20260625_1447(4).zip,JvCore250,JvCore250.bpl_bak,backup,2186752
Client_REFERENCE_source-only_20260625_1447(4).zip,JvCoreD7D,JvCoreD7D.bpl,active,322048
Client_REFERENCE_source-only_20260625_1447(4).zip,JvCoreD7R,JvCoreD7R.bpl,active,1631744
Client_REFERENCE_source-only_20260625_1447(4).zip,JvCtrlsD7R,JvCtrlsD7R.bpl,active,784896
Client_REFERENCE_source-only_20260625_1447(4).zip,JvCustom200,JvCustom200.bpl,active,1287168
Client_REFERENCE_source-only_20260625_1447(4).zip,JvCustom250,JvCustom250.bpl,active,1299456
Client_REFERENCE_source-only_20260625_1447(4).zip,JvCustom250,JvCustom250.bpl_bak,backup,1299456
Client_REFERENCE_source-only_20260625_1447(4).zip,JvCustomD7R,JvCustomD7R.bpl,active,955392
Client_REFERENCE_source-only_20260625_1447(4).zip,JvDB200,JvDB200.bpl,active,1701888
Client_REFERENCE_source-only_20260625_1447(4).zip,JvDB250,JvDB250.bpl,active,1714688
Client_REFERENCE_source-only_20260625_1447(4).zip,JvDB250,JvDB250.bpl_bak,backup,1714688
Client_REFERENCE_source-only_20260625_1447(4).zip,JvDlgs200,JvDlgs200.bpl,active,633344
Client_REFERENCE_source-only_20260625_1447(4).zip,JvDlgs250,JvDlgs250.bpl,active,635904
Client_REFERENCE_source-only_20260625_1447(4).zip,JvDlgs250,JvDlgs250.bpl_bak,backup,635904
Client_REFERENCE_source-only_20260625_1447(4).zip,JvDlgsD7R,JvDlgsD7R.bpl,active,448000
Client_REFERENCE_source-only_20260625_1447(4).zip,JvMM200,JvMM200.bpl,active,779776
Client_REFERENCE_source-only_20260625_1447(4).zip,JvMM250,JvMM250.bpl,active,778752
Client_REFERENCE_source-only_20260625_1447(4).zip,JvMM250,JvMM250.bpl_bak,backup,778752
Client_REFERENCE_source-only_20260625_1447(4).zip,JvNet200,JvNet200.bpl,active,397312
Client_REFERENCE_source-only_20260625_1447(4).zip,JvNet250,JvNet250.bpl,active,395776
Client_REFERENCE_source-only_20260625_1447(4).zip,JvNet250,JvNet250.bpl_bak,backup,395776
Client_REFERENCE_source-only_20260625_1447(4).zip,JvNetD7D,JvNetD7D.bpl,active,80896
Client_REFERENCE_source-only_20260625_1447(4).zip,JvNetD7R,JvNetD7R.bpl,active,168960
Client_REFERENCE_source-only_20260625_1447(4).zip,JvStdCtrls200,JvStdCtrls200.bpl,active,1827840
Client_REFERENCE_source-only_20260625_1447(4).zip,JvStdCtrls250,JvStdCtrls250.bpl,active,1842688
Client_REFERENCE_source-only_20260625_1447(4).zip,JvStdCtrls250,JvStdCtrls250.bpl_bak,backup,1842688
Client_REFERENCE_source-only_20260625_1447(4).zip,JvStdCtrlsD7R,JvStdCtrlsD7R.bpl,active,1297408
Client_REFERENCE_source-only_20260625_1447(4).zip,JvSystem200,JvSystem200.bpl,active,871424
Client_REFERENCE_source-only_20260625_1447(4).zip,JvSystem250,JvSystem250.bpl,active,872448
Client_REFERENCE_source-only_20260625_1447(4).zip,JvSystem250,JvSystem250.bpl_bak,backup,872448
Client_REFERENCE_source-only_20260625_1447(4).zip,JvSystemD7R,JvSystemD7R.bpl,active,513536
Client_REFERENCE_source-only_20260625_1447(4).zip,lmdrtelcore200,lmdrtelcore200.bpl,active,3731456
Client_REFERENCE_source-only_20260625_1447(4).zip,lmdrtl200,lmdrtl200.bpl,active,695808
Client_REFERENCE_source-only_20260625_1447(4).zip,lmdrtrtlx200,lmdrtrtlx200.bpl,active,1102848
Client_REFERENCE_source-only_20260625_1447(4).zip,mxFlatPack_D7,mxFlatPack_D7.bpl,active,251904
Client_REFERENCE_source-only_20260625_1447(4).zip,mxFlatPack_XE10,mxFlatPack_XE10.bpl,active,332800
Client_REFERENCE_source-only_20260625_1447(4).zip,mxFlatPack_XE10,mxFlatPack_XE10.bpl_bak,backup,332800
Client_REFERENCE_source-only_20260625_1447(4).zip,mxFlatPack_XE6,mxFlatPack_XE6.bpl,active,328704
Client_REFERENCE_source-only_20260625_1447(4).zip,NomenclaturesPackage,NomenclaturesPackage.bpl,active,1941504
Client_REFERENCE_source-only_20260625_1447(4).zip,NomenclaturesPackage,NomenclaturesPackage.bpl_bak,backup,1939456
Client_REFERENCE_source-only_20260625_1447(4).zip,ProductionPackage,ProductionPackage.bpl,active,465920
Client_REFERENCE_source-only_20260625_1447(4).zip,ProductionPackage,ProductionPackage.bpl_bak,backup,465920
Client_REFERENCE_source-only_20260625_1447(4).zip,ProviderExPack,ProviderExPack.bpl,active,27648
Client_REFERENCE_source-only_20260625_1447(4).zip,PurchasePackage,PurchasePackage.bpl,active,1686528
Client_REFERENCE_source-only_20260625_1447(4).zip,PurchasePackage,PurchasePackage.bpl_bak,backup,1686016
Client_REFERENCE_source-only_20260625_1447(4).zip,qrpt70,qrpt70.bpl,active,522752
Client_REFERENCE_source-only_20260625_1447(4).zip,Rave110VCL200,Rave110VCL200.bpl,active,1587712
Client_REFERENCE_source-only_20260625_1447(4).zip,Rave110VCL250,Rave110VCL250.bpl,active,1491456
Client_REFERENCE_source-only_20260625_1447(4).zip,Rave110VCL250,Rave110VCL250.bpl_bak,backup,1491456
Client_REFERENCE_source-only_20260625_1447(4).zip,Rave220VCL280-32,Rave220VCL280-32.bpl,active,1560576
Client_REFERENCE_source-only_20260625_1447(4).zip,Rave220VCL280-32,Rave220VCL280-32.bpl_bak,backup,1560576
Client_REFERENCE_source-only_20260625_1447(4).zip,Rave240VCL290-32,Rave240VCL290-32.bpl,active,1561600
Client_REFERENCE_source-only_20260625_1447(4).zip,Rave240VCL290-32,Rave240VCL290-32.bpl_bak,backup,1561600
Client_REFERENCE_source-only_20260625_1447(4).zip,Rave50VCLBE70,Rave50VCLBE70.bpl,active,892928
Client_REFERENCE_source-only_20260625_1447(4).zip,rdmMid10,rdmMid10.bpl,active,17920
Client_REFERENCE_source-only_20260625_1447(4).zip,rdmMid10_XE10,rdmMid10_XE10.bpl,active,28160
Client_REFERENCE_source-only_20260625_1447(4).zip,rdmMid10_XE10,rdmMid10_XE10.bpl_bak,backup,28160
Client_REFERENCE_source-only_20260625_1447(4).zip,rdmMid10_XE6,rdmMid10_XE6.bpl,active,25600
Client_REFERENCE_source-only_20260625_1447(4).zip,ReservPackage,ReservPackage.bpl,active,6656
Client_REFERENCE_source-only_20260625_1447(4).zip,RESTComponents200,RESTComponents200.bpl,active,1017720
Client_REFERENCE_source-only_20260625_1447(4).zip,RESTComponents200,RESTComponents200.bpl_bak,backup,1017720
Client_REFERENCE_source-only_20260625_1447(4).zip,RESTComponents250,RESTComponents250.bpl,active,1039216
Client_REFERENCE_source-only_20260625_1447(4).zip,RESTComponents250,RESTComponents250.bpl_bak,backup,1039216
Client_REFERENCE_source-only_20260625_1447(4).zip,RESTComponents280,RESTComponents280.bpl,active,941472
Client_REFERENCE_source-only_20260625_1447(4).zip,RESTComponents280,RESTComponents280.bpl_bak,backup,941472
Client_REFERENCE_source-only_20260625_1447(4).zip,RESTComponents290,RESTComponents290.bpl,active,983016
Client_REFERENCE_source-only_20260625_1447(4).zip,RESTComponents290,RESTComponents290.bpl_bak,backup,983016
Client_REFERENCE_source-only_20260625_1447(4).zip,rtl200,rtl200.bpl,active,4597624
Client_REFERENCE_source-only_20260625_1447(4).zip,rtl250,rtl250.bpl,active,10802032
Client_REFERENCE_source-only_20260625_1447(4).zip,rtl250,rtl250.bpl_bak,backup,10802032
Client_REFERENCE_source-only_20260625_1447(4).zip,rtl280 - Copy,rtl280 - Copy.bpl,active,12880288
Client_REFERENCE_source-only_20260625_1447(4).zip,rtl280,rtl280.bpl,active,13152672
Client_REFERENCE_source-only_20260625_1447(4).zip,rtl280,rtl280.bpl_bak,backup,13152672
Client_REFERENCE_source-only_20260625_1447(4).zip,rtl290,rtl290.bpl,active,12747752
Client_REFERENCE_source-only_20260625_1447(4).zip,rtl290,rtl290.bpl_bak,backup,12747752
Client_REFERENCE_source-only_20260625_1447(4).zip,rtl70,rtl70.bpl,active,783360
Client_REFERENCE_source-only_20260625_1447(4).zip,SalesPackage,SalesPackage.bpl,active,3278848
Client_REFERENCE_source-only_20260625_1447(4).zip,SalesPackage,SalesPackage.bpl_bak,backup,3273216
Client_REFERENCE_source-only_20260625_1447(4).zip,ServicePackage,ServicePackage.bpl,active,1173504
Client_REFERENCE_source-only_20260625_1447(4).zip,ServicePackage,ServicePackage.bpl_bak,backup,1172480
Client_REFERENCE_source-only_20260625_1447(4).zip,soaprtl200,soaprtl200.bpl,active,775544
Client_REFERENCE_source-only_20260625_1447(4).zip,soaprtl250,soaprtl250.bpl,active,846192
Client_REFERENCE_source-only_20260625_1447(4).zip,soaprtl250,soaprtl250.bpl_bak,backup,846192
Client_REFERENCE_source-only_20260625_1447(4).zip,soaprtl280,soaprtl280.bpl,active,802208
Client_REFERENCE_source-only_20260625_1447(4).zip,soaprtl280,soaprtl280.bpl_bak,backup,802208
Client_REFERENCE_source-only_20260625_1447(4).zip,soaprtl290,soaprtl290.bpl,active,804840
Client_REFERENCE_source-only_20260625_1447(4).zip,soaprtl290,soaprtl290.bpl_bak,backup,804840
Client_REFERENCE_source-only_20260625_1447(4).zip,soaprtl70,soaprtl70.bpl,active,528384
Client_REFERENCE_source-only_20260625_1447(4).zip,StyleControls_d11Alexandria,StyleControls_d11Alexandria.bpl,active,4762624
Client_REFERENCE_source-only_20260625_1447(4).zip,StyleControls_d11Alexandria,StyleControls_d11Alexandria.bpl_bak,backup,13204278
Client_REFERENCE_source-only_20260625_1447(4).zip,StyleControls_d12Athens,StyleControls_d12Athens.bpl,active,13942001
Client_REFERENCE_source-only_20260625_1447(4).zip,StyleControls_d12Athens,StyleControls_d12Athens.bpl_bak,backup,4940288
Client_REFERENCE_source-only_20260625_1447(4).zip,StyleControls_dxe102Tokyo,StyleControls_dxe102Tokyo.bpl,active,4718080
Client_REFERENCE_source-only_20260625_1447(4).zip,tee70,tee70.bpl,active,371712
Client_REFERENCE_source-only_20260625_1447(4).zip,Tee9200,Tee9200.bpl,active,1903616
Client_REFERENCE_source-only_20260625_1447(4).zip,TMSD7,TMSD7.bpl,active,8682496
Client_REFERENCE_source-only_20260625_1447(4).zip,tmsded7,tmsded7.bpl,active,789504
Client_REFERENCE_source-only_20260625_1447(4).zip,tmsdedXE10,tmsdedXE10.bpl,active,1717760
Client_REFERENCE_source-only_20260625_1447(4).zip,tmsdedXE10,tmsdedXE10.bpl_bak,backup,1717760
Client_REFERENCE_source-only_20260625_1447(4).zip,tmsdXE10,tmsdXE10.bpl,active,14115328
Client_REFERENCE_source-only_20260625_1447(4).zip,tmsdXE10,tmsdXE10.bpl_bak,backup,14115328
Client_REFERENCE_source-only_20260625_1447(4).zip,tmsdXE6,tmsdXE6.bpl,active,12752896
Client_REFERENCE_source-only_20260625_1447(4).zip,tmsexd7,tmsexd7.bpl,active,200192
Client_REFERENCE_source-only_20260625_1447(4).zip,tmsexdXE10,tmsexdXE10.bpl,active,8637440
Client_REFERENCE_source-only_20260625_1447(4).zip,tmsexdXE10,tmsexdXE10.bpl_bak,backup,8637440
Client_REFERENCE_source-only_20260625_1447(4).zip,tmsexdXE6,tmsexdXE6.bpl,active,5358592
Client_REFERENCE_source-only_20260625_1447(4).zip,tmsexdXE6,tmsexdXE6.bpl_bak,backup,5358592
Client_REFERENCE_source-only_20260625_1447(4).zip,TMSVCLUIPackPkgDEDXE14,TMSVCLUIPackPkgDEDXE14.bpl,active,1811968
Client_REFERENCE_source-only_20260625_1447(4).zip,TMSVCLUIPackPkgDEDXE14,TMSVCLUIPackPkgDEDXE14.bpl_bak,backup,1811968
Client_REFERENCE_source-only_20260625_1447(4).zip,TMSVCLUIPackPkgDXE11,TMSVCLUIPackPkgDXE11.bpl,active,16891904
Client_REFERENCE_source-only_20260625_1447(4).zip,TMSVCLUIPackPkgDXE11,TMSVCLUIPackPkgDXE11.bpl_bak,backup,16891904
Client_REFERENCE_source-only_20260625_1447(4).zip,TMSVCLUIPackPkgDXE14,TMSVCLUIPackPkgDXE14.bpl,active,17297408
Client_REFERENCE_source-only_20260625_1447(4).zip,TMSVCLUIPackPkgDXE14,TMSVCLUIPackPkgDXE14.bpl_bak,backup,17297408
Client_REFERENCE_source-only_20260625_1447(4).zip,TMSVCLUIPackPkgDXE15,TMSVCLUIPackPkgDXE15.bpl,active,17774080
Client_REFERENCE_source-only_20260625_1447(4).zip,TMSVCLUIPackPkgDXE15,TMSVCLUIPackPkgDXE15.bpl_bak,backup,17774080
Client_REFERENCE_source-only_20260625_1447(4).zip,TMSVCLUIPackPkgExDXE11,TMSVCLUIPackPkgExDXE11.bpl,active,9806848
Client_REFERENCE_source-only_20260625_1447(4).zip,TMSVCLUIPackPkgExDXE11,TMSVCLUIPackPkgExDXE11.bpl_bak,backup,9806848
Client_REFERENCE_source-only_20260625_1447(4).zip,TMSVCLUIPackPkgExDXE14,TMSVCLUIPackPkgExDXE14.bpl,active,10300928
Client_REFERENCE_source-only_20260625_1447(4).zip,TMSVCLUIPackPkgExDXE14,TMSVCLUIPackPkgExDXE14.bpl_bak,backup,10300928
Client_REFERENCE_source-only_20260625_1447(4).zip,TMSVCLUIPackPkgExDXE15,TMSVCLUIPackPkgExDXE15.bpl,active,10842624
Client_REFERENCE_source-only_20260625_1447(4).zip,TMSVCLUIPackPkgExDXE15,TMSVCLUIPackPkgExDXE15.bpl_bak,backup,10842624
Client_REFERENCE_source-only_20260625_1447(4).zip,TMSVCLUIPackPkgWizDXE14,TMSVCLUIPackPkgWizDXE14.bpl,active,1164800
Client_REFERENCE_source-only_20260625_1447(4).zip,TMSVCLUIPackPkgWizDXE14,TMSVCLUIPackPkgWizDXE14.bpl_bak,backup,1164800
Client_REFERENCE_source-only_20260625_1447(4).zip,TMSVCLUIPackPkgXlsDXE14,TMSVCLUIPackPkgXlsDXE14.bpl,active,929792
Client_REFERENCE_source-only_20260625_1447(4).zip,TMSVCLUIPackPkgXlsDXE14,TMSVCLUIPackPkgXlsDXE14.bpl_bak,backup,929792
Client_REFERENCE_source-only_20260625_1447(4).zip,tmswizd7,tmswizd7.bpl,active,32768
Client_REFERENCE_source-only_20260625_1447(4).zip,tmsxlsd7,tmsxlsd7.bpl,active,556544
Client_REFERENCE_source-only_20260625_1447(4).zip,TourPackage,TourPackage.bpl,active,461824
Client_REFERENCE_source-only_20260625_1447(4).zip,vcl200,vcl200.bpl,active,3839864
Client_REFERENCE_source-only_20260625_1447(4).zip,vcl250,vcl250.bpl,active,4046704
Client_REFERENCE_source-only_20260625_1447(4).zip,vcl250,vcl250.bpl_bak,backup,4046704
Client_REFERENCE_source-only_20260625_1447(4).zip,vcl280,vcl280.bpl,active,4260768
Client_REFERENCE_source-only_20260625_1447(4).zip,vcl280,vcl280.bpl_bak,backup,4260768
Client_REFERENCE_source-only_20260625_1447(4).zip,vcl290,vcl290.bpl,active,4429288
Client_REFERENCE_source-only_20260625_1447(4).zip,vcl290,vcl290.bpl_bak,backup,4429288
Client_REFERENCE_source-only_20260625_1447(4).zip,vcl70,vcl70.bpl,active,1383936
Client_REFERENCE_source-only_20260625_1447(4).zip,vclactnband200,vclactnband200.bpl,active,457080
Client_REFERENCE_source-only_20260625_1447(4).zip,vclactnband250,vclactnband250.bpl,active,461680
Client_REFERENCE_source-only_20260625_1447(4).zip,vclactnband250,vclactnband250.bpl_bak,backup,461680
Client_REFERENCE_source-only_20260625_1447(4).zip,vclactnband280,vclactnband280.bpl,active,472992
Client_REFERENCE_source-only_20260625_1447(4).zip,vclactnband280,vclactnband280.bpl_bak,backup,472992
Client_REFERENCE_source-only_20260625_1447(4).zip,vclactnband290,vclactnband290.bpl,active,477160
Client_REFERENCE_source-only_20260625_1447(4).zip,vclactnband290,vclactnband290.bpl_bak,backup,477160
Client_REFERENCE_source-only_20260625_1447(4).zip,vclactnband70,vclactnband70.bpl,active,287744
Client_REFERENCE_source-only_20260625_1447(4).zip,vcldb200,vcldb200.bpl,active,397688
Client_REFERENCE_source-only_20260625_1447(4).zip,vcldb250,vcldb250.bpl,active,404336
Client_REFERENCE_source-only_20260625_1447(4).zip,vcldb250,vcldb250.bpl_bak,backup,404336
Client_REFERENCE_source-only_20260625_1447(4).zip,vcldb280,vcldb280.bpl,active,509344
Client_REFERENCE_source-only_20260625_1447(4).zip,vcldb280,vcldb280.bpl_bak,backup,509344
Client_REFERENCE_source-only_20260625_1447(4).zip,vcldb290,vcldb290.bpl,active,541160
Client_REFERENCE_source-only_20260625_1447(4).zip,vcldb290,vcldb290.bpl_bak,backup,541160
Client_REFERENCE_source-only_20260625_1447(4).zip,vcldb70,vcldb70.bpl,active,264704
Client_REFERENCE_source-only_20260625_1447(4).zip,vcledge280,vcledge280.bpl,active,128928
Client_REFERENCE_source-only_20260625_1447(4).zip,vcledge280,vcledge280.bpl_bak,backup,128928
Client_REFERENCE_source-only_20260625_1447(4).zip,vcledge290,vcledge290.bpl,active,137704
Client_REFERENCE_source-only_20260625_1447(4).zip,vcledge290,vcledge290.bpl_bak,backup,137704
Client_REFERENCE_source-only_20260625_1447(4).zip,vclie200,vclie200.bpl,active,1062776
Client_REFERENCE_source-only_20260625_1447(4).zip,vclie250,vclie250.bpl,active,1082224
Client_REFERENCE_source-only_20260625_1447(4).zip,vclie250,vclie250.bpl_bak,backup,1082224
Client_REFERENCE_source-only_20260625_1447(4).zip,vclie280,vclie280.bpl,active,1137056
Client_REFERENCE_source-only_20260625_1447(4).zip,vclie280,vclie280.bpl_bak,backup,1137056
Client_REFERENCE_source-only_20260625_1447(4).zip,vclie290,vclie290.bpl,active,1104872
Client_REFERENCE_source-only_20260625_1447(4).zip,vclie290,vclie290.bpl_bak,backup,1104872
Client_REFERENCE_source-only_20260625_1447(4).zip,vclie70,vclie70.bpl,active,227328
Client_REFERENCE_source-only_20260625_1447(4).zip,vclimg200,vclimg200.bpl,active,354680
Client_REFERENCE_source-only_20260625_1447(4).zip,vclimg250,vclimg250.bpl,active,358768
Client_REFERENCE_source-only_20260625_1447(4).zip,vclimg250,vclimg250.bpl_bak,backup,358768
Client_REFERENCE_source-only_20260625_1447(4).zip,vclimg280,vclimg280.bpl,active,361888
Client_REFERENCE_source-only_20260625_1447(4).zip,vclimg280,vclimg280.bpl_bak,backup,361888
Client_REFERENCE_source-only_20260625_1447(4).zip,vclimg290,vclimg290.bpl,active,363496
Client_REFERENCE_source-only_20260625_1447(4).zip,vclimg290,vclimg290.bpl_bak,backup,363496
